interview__key	interview__id	date	time	action	originator	role	responsible__name	responsible__role
12-58-78-87	f80dc8916eb443bba6436e88645d385b	2020-01-27	14:36:48	3	AG06	1	VYS04	2
12-58-78-87	f80dc8916eb443bba6436e88645d385b	2020-01-28	09:20:57	17	VYS04	2	VYS04	2
12-58-78-87	f80dc8916eb443bba6436e88645d385b	2020-01-28	09:22:02	5	VYS04	2	any headquarters	3
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:17:04	12	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:17:04	0	AG06	1	VYS04	2
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:17:04	1	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:17:08	2	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:17:39	15	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:21:59	14	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:24:42	15	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:24:48	14	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:26:02	15	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:26:17	14	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	10:27:13	3	AG06	1	VYS04	2
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	17:31:15	4	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	17:31:15	14	AG06	1	AG06	1
47-70-01-34	faf49052ba77447a8a2d0ae090bda7fe	2020-01-28	17:36:30	3	AG06	1	VYS04	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:11:02	12	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:11:02	0	SR04	1	MJS01	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:11:02	1	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:11:06	2	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:13:34	3	SR04	1	MJS01	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:17:15	4	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:17:15	14	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:17:55	15	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:23:31	14	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	06:23:55	3	SR04	1	MJS01	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	09:33:30	4	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	09:33:30	14	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	09:37:50	15	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	09:38:05	14	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-27	09:42:12	3	SR04	1	MJS01	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-28	07:27:53	4	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-28	07:27:53	14	SR04	1	SR04	1
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-28	07:28:38	3	SR04	1	MJS01	2
09-25-20-93	fb7cf68f8e654433b14e33d1cd39b287	2020-01-28	18:39:24	5	MJS01	2	any headquarters	3
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:44:09	12	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:44:09	0	Manojpisudde	1	SBS02	2
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:44:09	1	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:44:11	2	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:47:35	14	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-27	09:52:37	3	Manojpisudde	1	SBS02	2
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-28	05:48:54	4	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-28	05:48:54	14	Manojpisudde	1	Manojpisudde	1
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-28	05:49:43	3	Manojpisudde	1	SBS02	2
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-29	02:47:42	17	SBS02	2	SBS02	2
68-75-86-10	fc48297588704467b81314894c24d0b3	2020-01-29	02:47:55	5	SBS02	2	any headquarters	3
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:49:34	12	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:49:34	0	AG06	1	VYS04	2
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:49:34	1	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:49:52	2	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:49:53	15	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:50:13	14	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	05:57:39	3	AG06	1	VYS04	2
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	13:34:21	4	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	13:34:21	14	AG06	1	AG06	1
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-24	13:35:23	3	AG06	1	VYS04	2
51-86-39-28	01ea8009ca1f4be880f59f622bc9d5ee	2020-01-29	06:51:09	5	VYS04	2	any headquarters	3
62-21-48-71	03679ead5d844b27b514a9383721bc08	2020-01-28	08:50:48	12	AS02	1	AS02	1
62-21-48-71	03679ead5d844b27b514a9383721bc08	2020-01-28	08:50:48	0	AS02	1	PBS01	2
62-21-48-71	03679ead5d844b27b514a9383721bc08	2020-01-28	08:50:48	1	AS02	1	AS02	1
62-21-48-71	03679ead5d844b27b514a9383721bc08	2020-01-28	08:51:02	2	AS02	1	AS02	1
62-21-48-71	03679ead5d844b27b514a9383721bc08	2020-01-28	08:57:43	3	AS02	1	PBS01	2
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:40:46	12	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:40:46	0	CS07	1	AKS03	2
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:40:46	1	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:40:48	2	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:41:35	15	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:43:36	14	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:46:15	15	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:46:39	14	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-25	09:50:53	3	CS07	1	AKS03	2
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-26	09:24:49	4	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-26	09:24:50	14	CS07	1	CS07	1
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-26	09:25:36	3	CS07	1	AKS03	2
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-29	10:50:45	17	AKS03	2	AKS03	2
08-42-77-08	03d43908e1d94d278c949025cadecdcb	2020-01-29	10:51:13	5	AKS03	2	any headquarters	3
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:21:06	12	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:21:06	0	CS07	1	AKS03	2
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:21:06	1	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:21:08	2	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:22:01	15	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:23:43	14	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	06:27:57	15	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	15:45:03	14	CS07	1	CS07	1
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-28	15:48:54	3	CS07	1	AKS03	2
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-29	09:27:55	17	AKS03	2	AKS03	2
95-00-41-29	05462da48f0945588a851dd6e5befdb9	2020-01-29	09:28:41	5	AKS03	2	any headquarters	3
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:49:38	12	AS02	1	AS02	1
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:49:38	0	AS02	1	PBS01	2
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:49:38	1	AS02	1	AS02	1
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:49:40	2	AS02	1	AS02	1
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:49:48	15	AS02	1	AS02	1
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	07:59:39	14	AS02	1	AS02	1
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-24	08:06:55	3	AS02	1	PBS01	2
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-29	03:56:22	17	PBS01	2	PBS01	2
08-86-44-36	076fbd2043c84df599f078c8e1adcc8e	2020-01-29	03:57:19	5	PBS01	2	any headquarters	3
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:11:56	12	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:11:56	0	AS02	1	PBS01	2
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:11:56	1	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:11:58	2	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:12:28	15	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:13:59	14	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	06:15:29	15	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:08:06	14	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:10:45	15	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:11:46	14	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:13:17	15	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:15:10	14	AS02	1	AS02	1
13-16-16-01	09acfe733c4b4518b36d235922ad7dbd	2020-01-28	13:17:24	3	AS02	1	PBS01	2
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	08:54:12	12	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	08:54:12	0	sunillohe	1	AKS03	2
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	08:54:12	1	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	08:54:15	2	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	09:08:30	3	sunillohe	1	AKS03	2
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:01:14	4	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:01:14	14	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:01:38	3	sunillohe	1	AKS03	2
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:45:44	4	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:45:44	14	sunillohe	1	sunillohe	1
64-57-79-29	0b130968a19d43d38bef547b8cc8c64e	2020-01-28	17:47:06	3	sunillohe	1	AKS03	2
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	06:55:31	12	AS02	1	AS02	1
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	06:55:31	0	AS02	1	PBS01	2
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	06:55:31	1	AS02	1	AS02	1
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	06:55:34	2	AS02	1	AS02	1
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	07:00:11	15	AS02	1	AS02	1
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	13:42:46	14	AS02	1	AS02	1
66-27-69-52	0fb7989738624f4cbe0dc1dd27b50465	2020-01-28	13:44:54	3	AS02	1	PBS01	2
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:38:42	12	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:38:42	0	CS07	1	AKS03	2
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:38:42	1	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:38:45	2	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:39:16	15	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:39:26	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:43:11	15	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:44:36	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:45:09	15	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:47:18	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	07:47:22	15	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	14:37:50	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	14:42:36	15	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	14:43:53	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	14:45:04	3	CS07	1	AKS03	2
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	15:33:32	4	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	15:33:32	14	CS07	1	CS07	1
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-24	15:33:43	3	CS07	1	AKS03	2
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-29	10:47:05	17	AKS03	2	AKS03	2
85-34-51-05	0fcdea5f58984aa2892bbf4e12ecd97c	2020-01-29	10:47:16	5	AKS03	2	any headquarters	3
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:28:01	12	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:28:01	0	CS07	1	AKS03	2
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:28:01	1	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:28:04	2	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:28:35	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:30:55	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:34:25	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:37:35	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:37:41	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:54:47	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	06:57:33	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	07:14:29	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	07:14:38	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	15:38:11	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	15:42:10	15	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	15:44:38	14	CS07	1	CS07	1
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-28	15:44:49	3	CS07	1	AKS03	2
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-29	09:29:25	17	AKS03	2	AKS03	2
07-25-63-03	106de2e871d44994bcdc9862e514c56f	2020-01-29	09:31:20	5	AKS03	2	any headquarters	3
94-36-77-25	10acdaba1ee94e92b3810812c6a1980e	2020-01-28	07:45:38	12	AS02	1	AS02	1
94-36-77-25	10acdaba1ee94e92b3810812c6a1980e	2020-01-28	07:45:38	0	AS02	1	PBS01	2
94-36-77-25	10acdaba1ee94e92b3810812c6a1980e	2020-01-28	07:45:38	1	AS02	1	AS02	1
94-36-77-25	10acdaba1ee94e92b3810812c6a1980e	2020-01-28	07:45:51	2	AS02	1	AS02	1
94-36-77-25	10acdaba1ee94e92b3810812c6a1980e	2020-01-28	07:48:07	3	AS02	1	PBS01	2
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-24	07:54:30	12	Manojpisudde	1	Manojpisudde	1
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-24	07:54:30	0	Manojpisudde	1	SBS02	2
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-24	07:54:30	1	Manojpisudde	1	Manojpisudde	1
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-24	07:54:32	2	Manojpisudde	1	Manojpisudde	1
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-24	08:01:47	3	Manojpisudde	1	SBS02	2
42-32-49-17	1115eef1ab6b48bdb8ba9503e730c2b8	2020-01-29	09:23:33	5	SBS02	2	any headquarters	3
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-24	07:04:22	12	Manojpisudde	1	Manojpisudde	1
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-24	07:04:22	0	Manojpisudde	1	SBS02	2
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-24	07:04:22	1	Manojpisudde	1	Manojpisudde	1
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-24	07:04:25	2	Manojpisudde	1	Manojpisudde	1
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-24	07:11:59	3	Manojpisudde	1	SBS02	2
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-29	09:16:45	17	SBS02	2	SBS02	2
70-76-74-63	11c83c9030ac4d1b88bf8a97f78d76d9	2020-01-29	09:17:15	5	SBS02	2	any headquarters	3
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:08:59	12	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:08:59	0	AG06	1	VYS04	2
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:08:59	1	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:09:03	2	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:12:04	15	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:14:39	14	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:16:22	15	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:16:45	14	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	10:16:59	3	AG06	1	VYS04	2
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	17:23:38	4	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	17:23:38	14	AG06	1	AG06	1
78-87-93-58	12a6cc3e7c99425e84926ff90e47a395	2020-01-28	17:31:07	3	AG06	1	VYS04	2
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:00:56	12	AS02	1	AS02	1
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:00:56	0	AS02	1	PBS01	2
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:00:56	1	AS02	1	AS02	1
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:01:01	2	AS02	1	AS02	1
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:01:16	15	AS02	1	AS02	1
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:01:22	14	AS02	1	AS02	1
85-77-85-61	136eda3707954978beaedb8f06832e28	2020-01-28	09:07:00	3	AS02	1	PBS01	2
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:53:38	12	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:53:38	0	CS07	1	AKS03	2
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:53:38	1	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:54:08	15	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:56:33	14	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:57:15	15	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	07:57:39	14	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	08:03:19	3	CS07	1	AKS03	2
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	15:25:40	4	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	15:25:40	14	CS07	1	CS07	1
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-24	15:25:53	3	CS07	1	AKS03	2
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-29	10:25:35	17	AKS03	2	AKS03	2
18-81-58-42	185e6e686a4b440fa49c270e340ee828	2020-01-29	10:26:50	5	AKS03	2	any headquarters	3
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:32:44	12	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:32:44	0	CS07	1	AKS03	2
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:32:44	1	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:32:47	2	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:33:51	15	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:33:59	14	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:34:29	15	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:36:00	14	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	06:38:51	15	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	14:45:27	14	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	14:48:12	15	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	14:48:54	14	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	14:54:37	3	CS07	1	AKS03	2
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	15:33:53	4	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	15:33:54	14	CS07	1	CS07	1
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-24	15:34:06	3	CS07	1	AKS03	2
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-29	10:48:05	17	AKS03	2	AKS03	2
37-61-78-06	1a48cd26286649b398292b888d7bebfe	2020-01-29	10:48:28	5	AKS03	2	any headquarters	3
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	05:28:53	12	CS07	1	CS07	1
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	05:28:53	0	CS07	1	AKS03	2
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	05:28:53	1	CS07	1	CS07	1
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	05:28:55	2	CS07	1	CS07	1
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	05:33:08	15	CS07	1	CS07	1
33-58-19-06	1b30a01770a74370babcbcd7be7218eb	2020-01-28	15:51:38	14	CS07	1	CS07	1
